schema_type,name,description,format,created,last_modified,size,url,url_type,dkan_parent_dataset_node_id,dkan_parent_dataset_title,dkan_resource_node_id,dkan_uri
data,"Enrolment report - April 30, 2006",,PDF,2020-08-31 14:14:54,2021-04-01 00:27:38,13715,https://open.yukon.ca/sites/default/files/enrolment_april_2006.pdf,upload,51715,Enrolment reports 2005-06,51723,https://open.yukon.ca/data/datasets/enrolment-reports-2005-06/resource/e6e78737-254b-480d-97a5-def399d56b80
data,"Enrolment report - May 31, 2006",,PDF,2020-08-31 14:14:54,2021-04-01 00:01:01,18445,https://open.yukon.ca/sites/default/files/enrolment__may_2006.pdf,upload,51715,Enrolment reports 2005-06,51724,https://open.yukon.ca/data/datasets/enrolment-reports-2005-06/resource/befaa893-6658-4187-8fde-2ccfc3bab08c
data,"Enrolment report - June 30, 2006",,PDF,2020-08-31 14:14:54,2021-04-01 00:01:03,18383,https://open.yukon.ca/sites/default/files/enrolment_june_2006.pdf,upload,51715,Enrolment reports 2005-06,51725,https://open.yukon.ca/data/datasets/enrolment-reports-2005-06/resource/1d601851-c647-49b5-a223-0dc116361b10
data,Enrolment report - September 2010,,PDF,2020-08-31 14:14:54,2021-04-01 00:01:03,89260,https://open.yukon.ca/sites/default/files/enrolment_september_2010.pdf,upload,51726,Enrolment reports 2010-11,51727,https://open.yukon.ca/data/datasets/enrolment-reports-2010-11/resource/b8d11743-9efc-46ae-bc8a-0f5830edeb0d
data,"Enrolment report - October 31, 2010",,PDF,2020-08-31 14:14:54,2021-04-01 00:01:01,13432,https://open.yukon.ca/sites/default/files/edu-enrolment-report2010-11-31october-2010.pdf,upload,51726,Enrolment reports 2010-11,51728,https://open.yukon.ca/data/datasets/enrolment-reports-2010-11/resource/778904fd-3f16-414b-9f8d-7feffb8a20ee
data,"Enrolment report - Nov. 30, 2010",,PDF,2020-08-31 14:14:54,2021-04-01 00:01:03,13507,https://open.yukon.ca/sites/default/files/enrolment_november_2010.pdf,upload,51726,Enrolment reports 2010-11,51729,https://open.yukon.ca/data/datasets/enrolment-reports-2010-11/resource/7874c7bf-71ce-4cec-af01-424ff175f60b
data,"Enrolment report - Dec. 31, 2010",,PDF,2020-08-31 14:14:54,2021-04-01 00:27:38,13482,https://open.yukon.ca/sites/default/files/enrolment_december_2010.pdf,upload,51726,Enrolment reports 2010-11,51730,https://open.yukon.ca/data/datasets/enrolment-reports-2010-11/resource/71ab60e5-c0e9-41b8-a7ae-e9a05911092c
data,"Enrolment report - Jan. 31, 2011",,PDF,2020-08-31 14:14:54,2021-04-01 00:27:38,13235,https://open.yukon.ca/sites/default/files/enrolment_january_2011.pdf,upload,51726,Enrolment reports 2010-11,51731,https://open.yukon.ca/data/datasets/enrolment-reports-2010-11/resource/c9f8acff-4704-45d9-b5b0-527699682a6f
data,"Enrolment report - Feb. 28, 2011",,PDF,2020-08-31 14:14:54,2021-04-01 00:01:01,13095,https://open.yukon.ca/sites/default/files/enrolment_february_2011.pdf,upload,51726,Enrolment reports 2010-11,51732,https://open.yukon.ca/data/datasets/enrolment-reports-2010-11/resource/a65786e6-25d4-4a9c-9ee4-b3e3ff10bc0a
data,"Enrolment report - Mar. 31, 2011",,PDF,2020-08-31 14:14:54,2021-04-01 00:01:03,13389,https://open.yukon.ca/sites/default/files/enrolment_march_2011.pdf,upload,51726,Enrolment reports 2010-11,51733,https://open.yukon.ca/data/datasets/enrolment-reports-2010-11/resource/2085907d-5b44-4992-be69-626cb870a77f
data,"Enrolment report - April 30, 2010",,PDF,2020-08-31 14:14:54,2021-04-01 00:01:03,24631,https://open.yukon.ca/sites/default/files/enrolment_april_2011.pdf,upload,51726,Enrolment reports 2010-11,51734,https://open.yukon.ca/data/datasets/enrolment-reports-2010-11/resource/fd413a88-9c85-495a-bb81-2321158810c6
data,"Enrolment report - May 31st, 2011",,PDF,2020-08-31 14:14:54,2021-04-01 00:01:03,12730,https://open.yukon.ca/sites/default/files/enrolment_may_2011.pdf,upload,51726,Enrolment reports 2010-11,51735,https://open.yukon.ca/data/datasets/enrolment-reports-2010-11/resource/e8cb5f49-be1e-40c6-b55b-7252e52cc029
data,"Enrolment report - June 30th, 2011",,PDF,2020-08-31 14:14:54,2021-04-01 00:27:38,13860,https://open.yukon.ca/sites/default/files/enrolment_june_2011.pdf,upload,51726,Enrolment reports 2010-11,51736,https://open.yukon.ca/data/datasets/enrolment-reports-2010-11/resource/d660e6ed-ee53-44a4-a93f-c8f7f6744fbc
data,"Enrolment report - Sep 30, 2018",,PDF,2020-08-31 14:14:54,2021-04-01 00:27:38,91268,https://open.yukon.ca/sites/default/files/edu-enrolment-report2018-19-no01-30sep2018.pdf,upload,51737,Enrolment reports 2018-19,51738,https://open.yukon.ca/data/datasets/enrolment-reports-2018-19/resource/be62c437-ccdf-4f38-80b4-9ec7a1a67d01
data,"Enrolment report - October 31, 2018",,PDF,2020-08-31 14:14:54,2021-04-01 00:01:03,91163,https://open.yukon.ca/sites/default/files/edu-enrolment-report2018-19-no02-31oct2018.pdf,upload,51737,Enrolment reports 2018-19,51739,https://open.yukon.ca/data/datasets/enrolment-reports-2018-19/resource/48c41668-4224-438d-b024-982b884d547b
data,"Enrolment report - Nov. 30, 2018",,PDF,2020-08-31 14:14:54,2021-04-01 00:27:38,91180,https://open.yukon.ca/sites/default/files/edu-enrolment-report2018-19-no03-30nov2018.pdf,upload,51737,Enrolment reports 2018-19,51740,https://open.yukon.ca/data/datasets/enrolment-reports-2018-19/resource/1a3a5482-6f42-41c3-b9ea-81010d24abdf
data,"Enrolment report - Dec. 31, 2018",,PDF,2020-08-31 14:14:54,2021-04-01 00:27:38,91439,https://open.yukon.ca/sites/default/files/edu-enrolment-report2018-19-no04-31dec2018.pdf,upload,51737,Enrolment reports 2018-19,51741,https://open.yukon.ca/data/datasets/enrolment-reports-2018-19/resource/164a4cf9-2969-42f8-8671-d6a8e2ff1a51
data,"Enrolment report - Jan. 31, 2019",,PDF,2020-08-31 14:14:54,2021-04-01 00:27:38,91158,https://open.yukon.ca/sites/default/files/edu-enrolment-report2018-19-no05-31jan2019.pdf,upload,51737,Enrolment reports 2018-19,51742,https://open.yukon.ca/data/datasets/enrolment-reports-2018-19/resource/81e34724-d492-4741-93e6-fa13ebed89e6
data,"Enrolment report - Feb. 28, 2019",,PDF,2020-08-31 14:14:54,2021-04-01 00:01:03,91354,https://open.yukon.ca/sites/default/files/EnrolmentReport2018-19_No06_28Feb2019.pdf,upload,51737,Enrolment reports 2018-19,51743,https://open.yukon.ca/data/datasets/enrolment-reports-2018-19/resource/cbc42bd1-1a00-4dcf-b2c8-2e073ef0902e
data,"Enrolment report - Mar. 31, 2019",,PDF,2020-08-31 14:14:54,2021-04-01 00:27:38,91429,https://open.yukon.ca/sites/default/files/edu-enrolment-report2018-19_no07_31mar2019_0.pdf,upload,51737,Enrolment reports 2018-19,51744,https://open.yukon.ca/data/datasets/enrolment-reports-2018-19/resource/be65346f-0aa6-4f64-a3cf-ae9f59cf11a7
data,"Enrolment report - April 30, 2019",,PDF,2020-08-31 14:14:54,2021-04-01 00:27:38,92302,https://open.yukon.ca/sites/default/files/edu-enrolment-report-2018-19_no08_30apr2019.pdf,upload,51737,Enrolment reports 2018-19,51745,https://open.yukon.ca/data/datasets/enrolment-reports-2018-19/resource/699d71cd-4b06-4474-a31a-719c6ea00182
data,"Enrolment report - May 31st, 2019",,PDF,2020-08-31 14:14:54,2021-04-01 00:01:01,91463,https://open.yukon.ca/sites/default/files/edu-enrolment-report-2018-19_no09_31may2019.pdf,upload,51737,Enrolment reports 2018-19,51746,https://open.yukon.ca/data/datasets/enrolment-reports-2018-19/resource/e517d8eb-98f5-4132-bed1-680d2039d624
data,"Enrolment report - Sep 30, 2016",,PDF,2020-08-31 14:14:54,2021-04-01 00:27:38,28520,https://open.yukon.ca/sites/default/files/edu-enrolment-report2016-17-no01-30sep2016.pdf,upload,51747,Enrolment reports 2016-17,51748,https://open.yukon.ca/data/datasets/enrolment-reports-2016-17/resource/fe5bb3ad-21ce-4c09-9b85-680ea8564669
data,"Enrolment report - October 31, 2016",,PDF,2020-08-31 14:14:54,2021-04-01 00:01:03,28441,https://open.yukon.ca/sites/default/files/edu-enrolment-report2016-17-no02-31oct2016.pdf,upload,51747,Enrolment reports 2016-17,51749,https://open.yukon.ca/data/datasets/enrolment-reports-2016-17/resource/bb0956b1-3da9-44b0-a716-189facfbda25
data,"Enrolment report - Nov. 30, 2016",,PDF,2020-08-31 14:14:54,2021-04-01 00:01:03,28512,https://open.yukon.ca/sites/default/files/edu-enrolment-report2016-17-no03-30nov2016.pdf,upload,51747,Enrolment reports 2016-17,51750,https://open.yukon.ca/data/datasets/enrolment-reports-2016-17/resource/467d5948-a59f-4c1a-9187-da5228b0f0c4
data,"Enrolment report - Dec. 31, 2016",,PDF,2020-08-31 14:14:54,2021-04-01 00:01:01,28507,https://open.yukon.ca/sites/default/files/edu-enrolment-report2016-17-no04-31dec2016.pdf,upload,51747,Enrolment reports 2016-17,51751,https://open.yukon.ca/data/datasets/enrolment-reports-2016-17/resource/c41464c9-b85d-4759-822c-2b35b759ad5c
data,"Enrolment report - Jan. 31, 2017",,PDF,2020-08-31 14:14:54,2021-04-01 00:27:38,27638,https://open.yukon.ca/sites/default/files/edu-enrolment-report2016-17-no05-31jan2017.pdf,upload,51747,Enrolment reports 2016-17,51752,https://open.yukon.ca/data/datasets/enrolment-reports-2016-17/resource/1fbe41d3-2c6e-49dd-86c0-6f3eb32abf6a
data,"Enrolment report - Feb. 28, 2017",,PDF,2020-08-31 14:14:54,2021-04-01 00:01:03,24914,https://open.yukon.ca/sites/default/files/edu-enrolment-report2016-17-no06-28feb2017.pdf,upload,51747,Enrolment reports 2016-17,51753,https://open.yukon.ca/data/datasets/enrolment-reports-2016-17/resource/eb369964-bb5b-471d-9232-8e90cf034187
data,"Enrolment report - Mar. 31, 2017",,PDF,2020-08-31 14:14:54,2021-04-01 00:01:03,28808,https://open.yukon.ca/sites/default/files/edu-enrolment-report2016-17-no07-31mar2017.pdf,upload,51747,Enrolment reports 2016-17,51754,https://open.yukon.ca/data/datasets/enrolment-reports-2016-17/resource/de39de52-f452-4eef-ab70-277d9b26e590
data,"Enrolment report - April 30, 2017",,PDF,2020-08-31 14:14:54,2021-04-01 00:01:01,28845,https://open.yukon.ca/sites/default/files/edu-enrolment-report2016-17-no08-30apr2017.pdf,upload,51747,Enrolment reports 2016-17,51755,https://open.yukon.ca/data/datasets/enrolment-reports-2016-17/resource/ee1cfa89-90e6-4ba3-a509-a2204375260d
data,"Enrolment report - May 31st, 2017",,PDF,2020-08-31 14:14:54,2021-04-01 00:01:03,28810,https://open.yukon.ca/sites/default/files/edu-enrolment-report2016-17-no09-31may2017.pdf,upload,51747,Enrolment reports 2016-17,51756,https://open.yukon.ca/data/datasets/enrolment-reports-2016-17/resource/84da0c94-e94c-4aa5-a44f-4bd12254f278
data,"Enrolment report - June 30th, 2017",,PDF,2020-08-31 14:14:54,2021-04-01 00:01:03,28764,https://open.yukon.ca/sites/default/files/edu-enrolment-report2016-17-no10-30jun2017.pdf,upload,51747,Enrolment reports 2016-17,51757,https://open.yukon.ca/data/datasets/enrolment-reports-2016-17/resource/e6c7bc8f-4576-456e-8170-ec58d3d1822e
data,Yukon Government Open Tenders,,HTML,2021-07-22 16:09:29,2021-07-26 09:13:24,,https://yukon.bidsandtenders.ca/Module/Tenders/en/OpenData/GenerateReport?report=OpenTenders,,54354,Yukon Government Open Tenders,54355,https://open.yukon.ca/data/datasets/yukon-government-open-tenders/resource/b5965b3e-28be-4d92-ae8d-0bc395577cb6
data,Tender forecast,Planned procurements,HTML,2021-07-22 16:20:29,2021-07-27 14:10:38,,https://yukon.bidsandtenders.ca/Module/Tenders/en/OpenData/GenerateReport?report=PlannedProcurements,,54356,Yukon Government Tender Forecast,54357,https://open.yukon.ca/data/datasets/yukon-government-tender-forecast/resource/63fafaec-c713-4827-b210-7a02f9a7dbdf
data,List of registered societies in Yukon (2025-01),This is a list of all registered societies in Yukon.,XLSX,2023-11-01 15:43:10,2025-02-26 10:39:53,57222,"https://open.yukon.ca/sites/default/files/Societies as of January 2, 2025.xlsx",upload,59322,List of registered Yukon societies,59323,https://open.yukon.ca/data/datasets/list-registered-yukon-societies/resource/03473c08-bba0-41d4-8bf9-138ffb42f220
data,List of registered societies in Yukon (2025-01),This is a list of all registered societies in Yukon (in CSV format).,CSV,2025-02-26 10:51:06,2025-02-26 10:54:46,84410,https://open.yukon.ca/sites/default/files/societies.csv,upload,59322,List of registered Yukon societies,60548,https://open.yukon.ca/data/datasets/list-registered-yukon-societies/resource/b3ba1381-e786-4b97-b0a1-b1b4d780effa
data,External hires by employment type,"External new hires and rehires by employment type, by year, from 2019 onwards",CSV,2024-08-29 14:10:34,2024-08-29 14:10:34,570,https://open.yukon.ca/sites/default/files/yg_yearly_hires.csv,upload,60214,Government of Yukon Human Resources (HR) metrics,60215,https://open.yukon.ca/data/datasets/government-yukon-human-resources-hr-metrics/resource/775086cf-3e51-47ab-929c
data,Yearly exits by employment type,"Exits from the public service by employment type, by year, from 2019 onwards",CSV,2024-08-29 14:10:58,2024-08-29 14:10:58,285,https://open.yukon.ca/sites/default/files/yg_yearly_exits.csv,upload,60214,Government of Yukon Human Resources (HR) metrics,60216,https://open.yukon.ca/data/datasets/government-yukon-human-resources-hr-metrics/resource/b8c3a6dc-2b80-4c1e-8e41
data,Teslin project summary,,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/20241004-Teslin-Plain_language_summary.pdf,,60359,Teslin flood hazard maps,60360,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/2133c4bb-237e-4491-9f1b-3ac594c805db
data,Teslin technical report,,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/Teslin%20Flood%20Mapping%20Final%20Report.pdf,,60359,Teslin flood hazard maps,60361,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/f2c8568d-b3c4-4837-9ced-a5d4a74c12b6
data,Teslin “What We Heard” report,,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/What%20We%20Heard-report-Teslin.pdf,,60359,Teslin flood hazard maps,60362,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/0712e701-7f8e-4d88-a864-d60283680d93
data,Teslin map viewer,,HTML,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://experience.arcgis.com/experience/4a7144b4748942be9e05021e6056f37b/,,60359,Teslin flood hazard maps,60363,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/a11ee027-b7f4-455a-8810-afbe6051d149
data,Teslin FGDB (file geodatabase) data,,ZIP,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/_GIS%20Data/TeslinRegion.fgdb.zip,,60359,Teslin flood hazard maps,60364,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/306080f4-b3c4-4087-8e91-a7362639aa85
data,Teslin SHP (shape file) data,,ZIP,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/_GIS%20Data/TeslinRegion.shp.zip,,60359,Teslin flood hazard maps,60365,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/82682df3-c99b-40b9-bdb6-89e72508617a
data,Brooks Brook AEP 0.5% flood hazard maps,,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/MapBooks/BrooksBrook/Fig_3-3-01_to_02_Brooks_Brook_SA_Detail_0-5PCT_AEP_24-09-19.pdf,,60359,Teslin flood hazard maps,60366,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/e78cea6e-cccc-4c7f-8539-dc77edf4fad6
data,Brooks Brook AEP 0.5% with climate change flood hazard maps,,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/MapBooks/BrooksBrook/Fig_3-5-01_to_02_Brooks_Brook_SA_Detail_0-5PCT_AEP_CC_24-09-20.pdf,,60359,Teslin flood hazard maps,60367,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/c40b15e4-cac5-4a86-a48d-d24db68a296b
data,Brooks Brook AEP 1% flood hazard maps,,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/MapBooks/BrooksBrook/Fig_3-2-01_to_02_Brooks_Brook_SA_Detail_1PCT_AEP_24-09-19.pdf,,60359,Teslin flood hazard maps,60368,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/5fb67751-146f-4d44-862e-31786b7cce6c
data,Brooks Brook AEP 5% flood hazard maps,,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/MapBooks/BrooksBrook/Fig_3-1-01_to_02_Brooks_Brook_SA_Detail_5PCT_AEP_24-09-19.pdf,,60359,Teslin flood hazard maps,60369,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/61fabad6-4b30-4511-91a5-506eeb798ffa
data,Brooks Brook AEP 5% with climate change flood hazard maps,,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/MapBooks/BrooksBrook/Fig_3-4-01_to_02_Brooks_Brook_SA_Detail_5PCT_AEP_CC_24-09-20.pdf,,60359,Teslin flood hazard maps,60370,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/a7009e4a-c07f-4a9d-8dc2-a391317b7abf
data,Deadman Creek AEP 0.5% flood hazard maps,,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/MapBooks/DeadmanCreek/Fig_4-3-01_to_04_Deadman_Creek_SA_Detail_0-5PCT_AEP_24-09-19.pdf,,60359,Teslin flood hazard maps,60371,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/80b39aea-5532-48ba-97ac-6c578b574e23
data,Deadman Creek AEP 0.5% with climate change flood hazard maps,,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/MapBooks/DeadmanCreek/Fig_4-5-01_to_04_Deadman_Creek_SA_Detail_0-5PCT_AEP_CC_24-09-20.pdf,,60359,Teslin flood hazard maps,60372,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/aae693fc-8d8f-4257-915b-aa135408623c
data,Deadman Creek AEP 1% flood hazard maps,,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/MapBooks/DeadmanCreek/Fig_4-2-01_to_04_Deadman_Creek_SA_Detail_1PCT_AEP_24-09-19.pdf,,60359,Teslin flood hazard maps,60373,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/42e6cf80-0190-4ae3-9c55-2a8e222398a3
data,Deadman Creek AEP 5% flood hazard maps,,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/MapBooks/DeadmanCreek/Fig_4-1-01_to_04_Deadman_Creek_SA_Detail_5PCT_AEP_24-09-19.pdf,,60359,Teslin flood hazard maps,60374,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/5b223646-44ad-4afc-b944-d9de387f5769
data,Deadman Creek AEP 5% with climate change flood hazard maps,,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/MapBooks/DeadmanCreek/Fig_4-4-01_to_04_Deadman_Creek_SA_Detail_5PCT_AEP_CC_24-09-20.pdf,,60359,Teslin flood hazard maps,60375,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/1f3b24b7-9fe1-4983-9d22-c74f24399f01
data,Johnson’s Crossing AEP 0.5% flood hazard maps,,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/MapBooks/JohnsonsCrossing/Fig_2-3-01_to_03_Johnsons_Crossing_SA_Detail_0-5PCT_AEP_24-09-13.pdf,,60359,Teslin flood hazard maps,60376,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/22259da6-7402-433f-a3ec-2674aea4ec13
data,Johnson’s Crossing AEP 0.5% with climate change flood hazard maps,,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/MapBooks/JohnsonsCrossing/Fig_2-5-01_to_03_Johnsons_Crossing_SA_Detail_0-5PCT_AEP_CC_24-09-13.pdf,,60359,Teslin flood hazard maps,60377,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/322498e1-8ca6-4fab-bb07-5d7be93302c0
data,Johnson’s Crossing AEP 1% flood hazard maps,,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/MapBooks/JohnsonsCrossing/Fig_2-2-01_to_03_Johnsons_Crossing_SA_Detail_1PCT_AEP_24-09-13.pdf,,60359,Teslin flood hazard maps,60378,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/e2044fe9-bddc-4388-ab7d-d8469fc7a0fa
data,Johnson’s Crossing AEP 5% flood hazard maps,,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/MapBooks/JohnsonsCrossing/Fig_2-1-01_to_03_Johnsons_Crossing_SA_Detail_5PCT_AEP_24-09-13.pdf,,60359,Teslin flood hazard maps,60379,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/8cb95230-a05d-4d7d-90ee-90bc4f3fbd62
data,Johnson’s Crossing AEP 5% with climate change flood hazard maps,,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/MapBooks/JohnsonsCrossing/Fig_2-4-01_to_03_Johnsons_Crossing_SA_Detail_5PCT_AEP_CC_24-09-13.pdf,,60359,Teslin flood hazard maps,60380,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/920f215e-ccfd-4a67-ab15-bd880f3fc754
data,Morley Bay AEP 0.5% flood hazard maps,,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/MapBooks/MorleyBay/Fig_6-3-01_to_10_Morley_Bay_SA_Detail_0-5PCT_AEP_24-09-20.pdf,,60359,Teslin flood hazard maps,60381,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/dd46e644-bf3e-4c6b-a50f-547e69e4ebc6
data,Morley Bay AEP 0.5% with climate change flood hazard maps,,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/MapBooks/MorleyBay/Fig_6-5-01_to_10_Morley_Bay_SA_Detail_0-5PCT_AEP_CC_24-09-20.pdf,,60359,Teslin flood hazard maps,60382,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/733cc7d6-9ef3-4a0e-9591-0c31db83fe46
data,Morley Bay AEP 1% flood hazard maps,,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/MapBooks/MorleyBay/Fig_6-2-01_to_10_Morley_Bay_SA_Detail_1PCT_AEP_24-09-20.pdf,,60359,Teslin flood hazard maps,60383,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/a0a8736a-051e-487a-87f4-5ef08dbb31db
data,Morley Bay AEP 5% flood hazard maps,,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/MapBooks/MorleyBay/Fig_6-1-01_to_10_Morley_Bay_SA_Detail_5PCT_AEP_24-09-20.pdf,,60359,Teslin flood hazard maps,60384,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/b4da4c22-7c8d-4e4b-baea-8090c0d360b2
data,Morley Bay AEP 5% with climate change flood hazard maps,,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/MapBooks/MorleyBay/Fig_6-4-01_to_10_Morley_Bay_SA_Detail_5PCT_AEP_CC_24-09-20.pdf,,60359,Teslin flood hazard maps,60385,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/5e237e14-0cf9-49cf-b92d-5ad48587b4ff
data,Teslin AEP 0.5% flood hazard maps (sheet 1-9),,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/MapBooks/Teslin/Fig_5-3-01_to_09_Teslin_SA_Detail_0-5PCT_AEP_24-09-24.pdf,,60359,Teslin flood hazard maps,60386,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/5945940a-69c1-4645-b8d2-2ae6ebac5c52
data,Teslin AEP 0.5% flood hazard maps (sheet 10-18),,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/MapBooks/Teslin/Fig_5-3-10_to_18_Teslin_SA_Detail_0-5PCT_AEP_24-09-24.pdf,,60359,Teslin flood hazard maps,60387,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/ab16d324-5650-4cd8-a3a0-394dfd76080c
data,Teslin AEP 0.5% with climate change flood hazard maps (sheet 1-9),,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/MapBooks/Teslin/Fig_5-5-01_to_09_Teslin_SA_Detail_0-5PCT_AEP_CC_24-11-08.pdf,,60359,Teslin flood hazard maps,60388,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/b9386718-c708-4002-88cc-82546b8c6cfc
data,Teslin AEP 0.5% with climate change flood hazard maps (sheet 10-18),,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/MapBooks/Teslin/Fig_5-5-10_to_18_Teslin_SA_Detail_0-5PCT_AEP_CC_24-11-08.pdf,,60359,Teslin flood hazard maps,60389,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/6868e68d-7001-4a07-9a6c-48f42e39fcff
data,Teslin AEP 1% flood hazard maps (sheet 1-9),,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/MapBooks/Teslin/Fig_5-2-01_to_09_Teslin_SA_Detail_1PCT_AEP_24-09-24.pdf,,60359,Teslin flood hazard maps,60390,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/6141becd-127b-470c-89e3-9ba107367b3a
data,Teslin AEP 1% flood hazard maps (sheet 10-18),,PDF,2024-12-12 09:55:51,2024-12-12 09:55:51,,https://map-data.service.yukon.ca/WRB_Flood_Maps/Teslin/MapBooks/Teslin/Fig_5-2-10_to_18_Teslin_SA_Detail_1PCT_AEP_24-09-24.pdf,,60359,Teslin flood hazard maps,60391,https://open.yukon.ca/data/datasets/teslin-flood-hazard-maps/resource/2e0562e4-9bd6-4685-aa6f-880d667459a5
